DEPCO,NOM_CO,Quartier,dist_V,dist_Bf,dist_OM,dist_Bio,dist_T,dist_P,dist_E,dist_C
13214,Marseille 14e Arrondissemen,LES ARNAVAUX,182.76549865229111,258.1455525606469,591.6199460916442,338.44474393531,933.6388140161725,10000.0,10000.0,3229.603773584906
13214,Marseille 14e Arrondissemen,BON SECOURS,134.88648090815275,115.98039215686275,151.36016511867905,200.65841073271415,352.88235294117646,10000.0,10000.0,1793.5428276573787
13214,Marseille 14e Arrondissemen,LE CANET,163.4625322997416,175.3294573643411,134.59173126614988,180.13565891472868,595.6291989664082,10000.0,10000.0,2475.807493540052
13214,Marseille 14e Arrondissemen,LE MERLAN,174.90033975084938,226.039637599094,633.0724801812005,431.87542468856174,1632.4246885617215,10000.0,10000.0,4104.320498301246
13214,Marseille 14e Arrondissemen,SAINT BARTHELEMY,140.1725768321513,159.41843971631207,203.7825059101655,376.41843971631204,336.35460992907804,10000.0,10000.0,2140.598108747045
13214,Marseille 14e Arrondissemen,SAINT JOSEPH,200.0824295010846,208.66811279826464,209.89804772234274,221.7114967462039,415.5184381778742,10000.0,10000.0,4467.347071583514
13214,Marseille 14e Arrondissemen,SAINTE MARTHE,183.4757412398922,196.27358490566039,284.61725067385447,287.9191374663073,455.2614555256065,10000.0,10000.0,3800.132075471698
13215,Marseille 15e Arrondissemen,LES AYGALADES,191.2626641651032,248.62288930581613,936.5759849906192,378.8705440900563,1361.1332082551594,10000.0,10000.0,5973.621013133208
13215,Marseille 15e Arrondissemen,LES BORELS,228.13692946058092,239.23029045643153,777.3817427385892,600.5373443983402,980.0622406639004,10000.0,10000.0,6815.890041493776
13215,Marseille 15e Arrondissemen,LA CABUCELLE,159.6310312204352,159.3878902554399,132.22138126773888,205.49858088930935,1876.6754966887418,10000.0,10000.0,3270.5279091769157
13215,Marseille 15e Arrondissemen,LA CALADE,147.692,147.644,485.28,174.94,1575.836,10000.0,10000.0,4498.16
13215,Marseille 15e Arrondissemen,LES CROTTES,160.64527629233513,183.7326203208556,177.26559714795007,339.06773618538324,913.1497326203208,10000.0,10000.0,2130.0588235294117
13215,Marseille 15e Arrondissemen,LA DELORME,137.4576,219.4112,321.3744,236.5872,667.928,10000.0,10000.0,4474.688
13215,Marseille 15e Arrondissemen,NOTRE DAME LIMITE,244.09242424242424,251.70909090909092,465.4787878787879,376.8651515151515,448.71060606060604,10000.0,10000.0,8714.33787878788
13215,Marseille 15e Arrondissemen,SAINT ANTOINE,210.81887755102042,205.22448979591837,358.3537414965986,246.38010204081633,453.7287414965986,10000.0,10000.0,7697.235544217687
13215,Marseille 15e Arrondissemen,SAINT LOUIS,110.77846153846154,117.41948717948718,141.9446153846154,239.55897435897435,1394.5651282051283,10000.0,10000.0,4852.711794871795
13215,Marseille 15e Arrondissemen,VERDURON,288.7580872011252,288.60056258790434,391.0773558368495,306.915611814346,1043.3052039381153,10000.0,10000.0,7844.113924050633
13215,Marseille 15e Arrondissemen,LA VISTE,120.05882352941177,121.93725490196078,113.17843137254901,203.1627450980392,918.4196078431372,10000.0,10000.0,6345.386274509804
13216,Marseille 16e Arrondissemen,L'ESTAQUE,144.97574421168687,149.80044101433296,344.6753031973539,207.25633958103637,409.40683572216096,10000.0,10000.0,7840.980705622933
13216,Marseille 16e Arrondissemen,LES RIAUX,245.991452991453,245.991452991453,715.6068376068376,278.38461538461536,885.3589743589744,10000.0,10000.0,8403.589743589744
13216,Marseille 16e Arrondissemen,SAINT ANDRE,171.8038617886179,202.8069105691057,345.7530487804878,168.1910569105691,190.1361788617886,10000.0,10000.0,6109.65243902439
13216,Marseille 16e Arrondissemen,SAINT HENRI,132.0152855993564,175.81576830249398,249.17940466613032,156.63636363636363,397.92276749798873,10000.0,10000.0,6820.069991954948
