Tranche d'âge,quartiers,population_count,arrondissements,secteur
80 ans ou plus,SAINT HENRI,327,16EME ARRONDISSEMENT,8EME SECTEUR
0-2 ans,ARENC,59,2EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,ARENC,47,2EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,ARENC,108,2EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,ARENC,171,2EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,ARENC,123,2EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,ARENC,327,2EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,ARENC,344,2EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,ARENC,209,2EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,ARENC,225,2EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,ARENC,55,2EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,LES GRANDS CARMES,180,2EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,LES GRANDS CARMES,190,2EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,LES GRANDS CARMES,312,2EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,LES GRANDS CARMES,489,2EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,LES GRANDS CARMES,781,2EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,LES GRANDS CARMES,1483,2EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,LES GRANDS CARMES,1302,2EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,LES GRANDS CARMES,817,2EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,LES GRANDS CARMES,1023,2EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,LES GRANDS CARMES,321,2EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,HOTEL DE VILLE,134,2EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,HOTEL DE VILLE,124,2EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,HOTEL DE VILLE,225,2EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,HOTEL DE VILLE,258,2EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,HOTEL DE VILLE,395,2EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,HOTEL DE VILLE,1313,2EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,HOTEL DE VILLE,951,2EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,HOTEL DE VILLE,680,2EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,HOTEL DE VILLE,1067,2EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,HOTEL DE VILLE,492,2EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,LA JOLIETTE,389,2EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,LA JOLIETTE,353,2EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,LA JOLIETTE,640,2EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,LA JOLIETTE,701,2EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,LA JOLIETTE,1018,2EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,LA JOLIETTE,2680,2EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,LA JOLIETTE,1796,2EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,LA JOLIETTE,1013,2EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,LA JOLIETTE,969,2EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,LA JOLIETTE,386,2EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,LA BELLE DE MAI,663,3EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,LA BELLE DE MAI,667,3EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,LA BELLE DE MAI,1078,3EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,LA BELLE DE MAI,1344,3EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,LA BELLE DE MAI,1367,3EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,LA BELLE DE MAI,3216,3EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,LA BELLE DE MAI,3450,3EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,LA BELLE DE MAI,1609,3EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,LA BELLE DE MAI,1641,3EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,LA BELLE DE MAI,614,3EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,SAINT LAZARE,536,3EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,SAINT LAZARE,512,3EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,SAINT LAZARE,805,3EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,SAINT LAZARE,1169,3EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,SAINT LAZARE,2168,3EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,SAINT LAZARE,2881,3EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,SAINT LAZARE,2566,3EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,SAINT LAZARE,1354,3EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,SAINT LAZARE,1307,3EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,SAINT LAZARE,558,3EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,SAINT MAURONT,899,3EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,SAINT MAURONT,913,3EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,SAINT MAURONT,1427,3EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,SAINT MAURONT,1684,3EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,SAINT MAURONT,1752,3EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,SAINT MAURONT,3387,3EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,SAINT MAURONT,2788,3EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,SAINT MAURONT,1425,3EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,SAINT MAURONT,1470,3EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,SAINT MAURONT,556,3EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,LA VILLETTE,456,3EME ARRONDISSEMENT,2EME SECTEUR
3-5 ans,LA VILLETTE,420,3EME ARRONDISSEMENT,2EME SECTEUR
6-10 ans,LA VILLETTE,684,3EME ARRONDISSEMENT,2EME SECTEUR
11-17 ans,LA VILLETTE,890,3EME ARRONDISSEMENT,2EME SECTEUR
18-24 ans,LA VILLETTE,1013,3EME ARRONDISSEMENT,2EME SECTEUR
25-39 ans,LA VILLETTE,2081,3EME ARRONDISSEMENT,2EME SECTEUR
40-54 ans,LA VILLETTE,1910,3EME ARRONDISSEMENT,2EME SECTEUR
55-64 ans,LA VILLETTE,1006,3EME ARRONDISSEMENT,2EME SECTEUR
65-79 ans,LA VILLETTE,932,3EME ARRONDISSEMENT,2EME SECTEUR
80 ans ou plus,LA VILLETTE,456,3EME ARRONDISSEMENT,2EME SECTEUR
0-2 ans,LA BLANCARDE,588,4EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,LA BLANCARDE,552,4EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,LA BLANCARDE,852,4EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,LA BLANCARDE,1145,4EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,LA BLANCARDE,1447,4EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,LA BLANCARDE,3309,4EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,LA BLANCARDE,2931,4EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,LA BLANCARDE,1771,4EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,LA BLANCARDE,2007,4EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,LA BLANCARDE,982,4EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,LES CHARTREUX,386,4EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,LES CHARTREUX,457,4EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,LES CHARTREUX,702,4EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,LES CHARTREUX,841,4EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,LES CHARTREUX,1090,4EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,LES CHARTREUX,2724,4EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,LES CHARTREUX,2119,4EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,LES CHARTREUX,1314,4EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,LES CHARTREUX,1112,4EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,LES CHARTREUX,566,4EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,LES CHUTES LAVIES,318,4EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,LES CHUTES LAVIES,295,4EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,LES CHUTES LAVIES,510,4EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,LES CHUTES LAVIES,613,4EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,LES CHUTES LAVIES,671,4EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,LES CHUTES LAVIES,1874,4EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,LES CHUTES LAVIES,1754,4EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,LES CHUTES LAVIES,1162,4EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,LES CHUTES LAVIES,1332,4EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,LES CHUTES LAVIES,877,4EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,LES CINQ AVENUES,431,4EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,LES CINQ AVENUES,493,4EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,LES CINQ AVENUES,699,4EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,LES CINQ AVENUES,928,4EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,LES CINQ AVENUES,951,4EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,LES CINQ AVENUES,3016,4EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,LES CINQ AVENUES,2589,4EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,LES CINQ AVENUES,1409,4EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,LES CINQ AVENUES,1916,4EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,LES CINQ AVENUES,1010,4EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,BAILLE,244,5EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,BAILLE,225,5EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,BAILLE,308,5EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,BAILLE,425,5EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,BAILLE,2817,5EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,BAILLE,2340,5EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,BAILLE,1371,5EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,BAILLE,734,5EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,BAILLE,959,5EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,BAILLE,381,5EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,LE CAMAS,522,5EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,LE CAMAS,475,5EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,LE CAMAS,686,5EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,LE CAMAS,946,5EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,LE CAMAS,1146,5EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,LE CAMAS,4162,5EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,LE CAMAS,3233,5EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,LE CAMAS,1741,5EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,LE CAMAS,2008,5EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,LE CAMAS,795,5EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,LA CONCEPTION,320,5EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,LA CONCEPTION,286,5EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,LA CONCEPTION,536,5EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,LA CONCEPTION,565,5EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,LA CONCEPTION,1534,5EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,LA CONCEPTION,2948,5EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,LA CONCEPTION,1934,5EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,LA CONCEPTION,837,5EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,LA CONCEPTION,1075,5EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,LA CONCEPTION,449,5EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,SAINT PIERRE,264,5EME ARRONDISSEMENT,3EME SECTEUR
3-5 ans,SAINT PIERRE,238,5EME ARRONDISSEMENT,3EME SECTEUR
6-10 ans,SAINT PIERRE,381,5EME ARRONDISSEMENT,3EME SECTEUR
11-17 ans,SAINT PIERRE,451,5EME ARRONDISSEMENT,3EME SECTEUR
18-24 ans,SAINT PIERRE,1571,5EME ARRONDISSEMENT,3EME SECTEUR
25-39 ans,SAINT PIERRE,2039,5EME ARRONDISSEMENT,3EME SECTEUR
40-54 ans,SAINT PIERRE,1384,5EME ARRONDISSEMENT,3EME SECTEUR
55-64 ans,SAINT PIERRE,815,5EME ARRONDISSEMENT,3EME SECTEUR
65-79 ans,SAINT PIERRE,1251,5EME ARRONDISSEMENT,3EME SECTEUR
80 ans ou plus,SAINT PIERRE,624,5EME ARRONDISSEMENT,3EME SECTEUR
0-2 ans,CASTELLANE,201,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,CASTELLANE,115,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,CASTELLANE,237,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,CASTELLANE,309,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,CASTELLANE,763,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,CASTELLANE,1529,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,CASTELLANE,1069,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,CASTELLANE,613,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,CASTELLANE,916,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,CASTELLANE,397,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LODI,232,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LODI,232,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LODI,360,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LODI,476,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LODI,1072,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LODI,2166,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LODI,1504,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LODI,926,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LODI,1346,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LODI,803,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,NOTRE DAME DU MONT,206,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,NOTRE DAME DU MONT,170,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,NOTRE DAME DU MONT,271,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,NOTRE DAME DU MONT,423,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,NOTRE DAME DU MONT,632,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,NOTRE DAME DU MONT,1761,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,NOTRE DAME DU MONT,1192,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,NOTRE DAME DU MONT,663,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,NOTRE DAME DU MONT,675,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,NOTRE DAME DU MONT,274,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,PALAIS DE JUSTICE,165,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,PALAIS DE JUSTICE,125,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,PALAIS DE JUSTICE,225,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,PALAIS DE JUSTICE,334,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,PALAIS DE JUSTICE,373,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,PALAIS DE JUSTICE,1259,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,PALAIS DE JUSTICE,906,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,PALAIS DE JUSTICE,511,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,PALAIS DE JUSTICE,697,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,PALAIS DE JUSTICE,307,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LA PRÉFECTURE,73,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LA PRÉFECTURE,65,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LA PRÉFECTURE,94,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LA PRÉFECTURE,205,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LA PRÉFECTURE,441,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LA PRÉFECTURE,827,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LA PRÉFECTURE,562,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LA PRÉFECTURE,337,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LA PRÉFECTURE,355,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,LA PRÉFECTURE,107,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,VAUBAN,276,6ÈME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,VAUBAN,247,6ÈME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,VAUBAN,433,6ÈME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,VAUBAN,578,6ÈME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,VAUBAN,898,6ÈME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,VAUBAN,2258,6ÈME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,VAUBAN,1732,6ÈME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,VAUBAN,1060,6ÈME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,VAUBAN,1215,6ÈME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,VAUBAN,580,6ÈME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,BOMPARD,118,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,BOMPARD,87,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,BOMPARD,199,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,BOMPARD,293,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,BOMPARD,155,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,BOMPARD,609,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,BOMPARD,942,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,BOMPARD,553,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,BOMPARD,775,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,BOMPARD,322,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,ENDOUME,143,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,ENDOUME,101,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,ENDOUME,194,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,ENDOUME,268,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,ENDOUME,162,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,ENDOUME,788,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,ENDOUME,927,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,ENDOUME,639,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,ENDOUME,1095,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,ENDOUME,444,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,LES ÎLES,0,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,LES ÎLES,7,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,LES ÎLES,7,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,LES ÎLES,43,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,LES ÎLES,164,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,LES ÎLES,4,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,LE PHARO,177,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,LE PHARO,211,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,LE PHARO,333,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,LE PHARO,433,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,LE PHARO,396,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,LE PHARO,1172,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,LE PHARO,1203,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,LE PHARO,700,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,LE PHARO,1289,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,LE PHARO,613,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,LE ROUCAS BLANC,55,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,LE ROUCAS BLANC,75,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,LE ROUCAS BLANC,119,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,LE ROUCAS BLANC,211,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,LE ROUCAS BLANC,140,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,LE ROUCAS BLANC,541,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,LE ROUCAS BLANC,726,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,LE ROUCAS BLANC,550,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,LE ROUCAS BLANC,751,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,LE ROUCAS BLANC,308,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,SAINT LAMBERT,273,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,SAINT LAMBERT,250,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,SAINT LAMBERT,438,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,SAINT LAMBERT,522,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,SAINT LAMBERT,509,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,SAINT LAMBERT,2112,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,SAINT LAMBERT,1805,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,SAINT LAMBERT,1096,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,SAINT LAMBERT,1472,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,SAINT LAMBERT,684,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,SAINT VICTOR,169,7ÈME ARRONDISSEMENT,1ER SECTEUR
3-5 ans,SAINT VICTOR,113,7ÈME ARRONDISSEMENT,1ER SECTEUR
6-10 ans,SAINT VICTOR,215,7ÈME ARRONDISSEMENT,1ER SECTEUR
11-17 ans,SAINT VICTOR,306,7ÈME ARRONDISSEMENT,1ER SECTEUR
18-24 ans,SAINT VICTOR,407,7ÈME ARRONDISSEMENT,1ER SECTEUR
25-39 ans,SAINT VICTOR,1441,7ÈME ARRONDISSEMENT,1ER SECTEUR
40-54 ans,SAINT VICTOR,1365,7ÈME ARRONDISSEMENT,1ER SECTEUR
55-64 ans,SAINT VICTOR,786,7ÈME ARRONDISSEMENT,1ER SECTEUR
65-79 ans,SAINT VICTOR,1321,7ÈME ARRONDISSEMENT,1ER SECTEUR
80 ans ou plus,SAINT VICTOR,524,7ÈME ARRONDISSEMENT,1ER SECTEUR
0-2 ans,BONNEVEINE,152,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,BONNEVEINE,167,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,BONNEVEINE,259,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,BONNEVEINE,366,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,BONNEVEINE,280,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,BONNEVEINE,1055,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,BONNEVEINE,1080,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,BONNEVEINE,678,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,BONNEVEINE,1108,8EME ARRONDISSEMENT,4EME SECTEUR
80 ans ou plus,BONNEVEINE,527,8EME ARRONDISSEMENT,4EME SECTEUR
0-2 ans,LES GOUDES,5,8EME ARRONDISSEMENT,4EME SECTEUR
3-5 ans,LES GOUDES,28,8EME ARRONDISSEMENT,4EME SECTEUR
6-10 ans,LES GOUDES,9,8EME ARRONDISSEMENT,4EME SECTEUR
11-17 ans,LES GOUDES,28,8EME ARRONDISSEMENT,4EME SECTEUR
18-24 ans,LES GOUDES,22,8EME ARRONDISSEMENT,4EME SECTEUR
25-39 ans,LES GOUDES,70,8EME ARRONDISSEMENT,4EME SECTEUR
40-54 ans,LES GOUDES,101,8EME ARRONDISSEMENT,4EME SECTEUR
55-64 ans,LES GOUDES,77,8EME ARRONDISSEMENT,4EME SECTEUR
65-79 ans,LES GOUDES,174,8EME ARRONDISSEMENT,4EME SECTEUR
